fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
24749,2,2,Denmark;Copenhagen,1.1.2016,149,0.963,0.55
28500,2,7,Germany;Frankfurt,29.4.2016,60,0.974,0.15
28501,8,1,Czech republic;Prague,29.4.2016,59,0.974,0.15
28502,4,5,Germany;Berlin,29.4.2016,58,0.974,0.15
28503,10,5,Germany;Berlin,29.4.2016,58,0.974,0.15
28504,8,5,Germany;Berlin,29.4.2016,57,0.974,0.15
28505,6,5,Germany;Berlin,29.4.2016,51,0.974,0.15
28506,6,1,Czech republic;Prague,29.4.2016,50,0.974,0.15
28507,11,6,Germany;Dresden,29.4.2016,41,0.974,0.15
28508,3,7,Germany;Frankfurt,29.4.2016,40,0.974,0.15
28509,6,4,Germany;Frankfurt,29.4.2016,35,0.974,0.15
28510,7,6,Germany;Dresden,29.4.2016,34,0.974,0.15
28511,9,4,Germany;Frankfurt,29.4.2016,33,0.974,0.15
28512,5,7,Germany;Frankfurt,29.4.2016,32,0.974,0.15
28513,8,2,Denmark;Copenhagen,29.4.2016,30,0.974,0.15
28514,4,5,Germany;Berlin,29.4.2016,30,0.974,0.15
28515,11,1,Czech republic;Prague,29.4.2016,29,0.974,0.15
28516,8,3,Czech republic;Ostrava,29.4.2016,20,0.974,0.01
28517,9,5,Germany;Berlin,29.4.2016,20,0.974,0.01
28518,9,5,Germany;Berlin,29.4.2016,18,0.974,0.01
28519,5,3,Czech republic;Brno,29.4.2016,14,0.974,0.01
28520,7,1,Czech republic;Prague,29.4.2016,13,0.974,0.01
28521,11,1,Czech republic;Prague,29.4.2016,12,0.974,0.01
28522,5,3,Czech republic;Brno,29.4.2016,8,0.974,0
28523,2,7,Germany;Frankfurt,29.4.2016,7,0.974,0
28524,5,4,Germany;Frankfurt,29.4.2016,7,0.974,0
28525,6,1,Czech republic;Prague,29.4.2016,6,0.974,0
28526,9,7,Germany;Frankfurt,29.4.2016,5,0.974,0
28527,7,2,Denmark;Copenhagen,29.4.2016,3,0.974,0
28528,2,5,Germany;Berlin,29.4.2016,1,0.974,0
28529,11,7,Germany;Frankfurt,29.4.2016,1,0.974,0
28530,5,7,Germany;Frankfurt,30.4.2016,149,0.976,0.55
28531,3,5,Germany;Berlin,30.4.2016,146,0.976,0.55
28532,2,1,Czech republic;Prague,30.4.2016,144,0.976,0.55
28533,10,5,Germany;Berlin,30.4.2016,134,0.976,0.55
28534,9,7,Germany;Frankfurt,30.4.2016,131,0.976,0.55
28535,4,7,Germany;Frankfurt,30.4.2016,130,0.976,0.55
28536,9,2,Denmark;Copenhagen,30.4.2016,130,0.976,0.55
28537,4,5,Germany;Berlin,30.4.2016,129,0.976,0.55
28538,11,3,Czech republic;Ostrava,30.4.2016,122,0.976,0.55
28539,5,7,Germany;Frankfurt,30.4.2016,118,0.976,0.55
28540,11,7,Germany;Frankfurt,30.4.2016,113,0.976,0.55
28541,9,2,Denmark;Copenhagen,30.4.2016,112,0.976,0.55
28542,10,3,Czech republic;Ostrava,30.4.2016,106,0.976,0.55
28543,4,6,Germany;Dresden,30.4.2016,102,0.976,0.55
28544,6,6,Germany;Dresden,30.4.2016,100,0.976,0.55
28545,8,7,Germany;Frankfurt,30.4.2016,97,0.976,0.4
28546,2,1,Czech republic;Prague,30.4.2016,86,0.976,0.4
28547,3,3,Czech republic;Brno,30.4.2016,85,0.976,0.4
28548,2,5,Germany;Berlin,30.4.2016,67,0.976,0.15
28549,4,7,Germany;Frankfurt,30.4.2016,62,0.976,0.15
28550,11,3,Czech republic;Ostrava,30.4.2016,61,0.976,0.15
28551,8,5,Germany;Berlin,30.4.2016,55,0.976,0.15
28552,3,5,Germany;Berlin,30.4.2016,54,0.976,0.15
28553,9,5,Germany;Berlin,30.4.2016,54,0.976,0.15
28554,9,6,Germany;Dresden,30.4.2016,52,0.976,0.15
28555,3,6,Germany;Dresden,30.4.2016,51,0.976,0.15
28556,4,1,Czech republic;Prague,30.4.2016,43,0.976,0.15
28557,4,3,Czech republic;Brno,30.4.2016,33,0.976,0.15
28558,1,5,Germany;Berlin,30.4.2016,32,0.976,0.15
28559,2,5,Germany;Berlin,30.4.2016,30,0.976,0.15
28560,2,5,Germany;Berlin,30.4.2016,29,0.976,0.15
28561,2,7,Germany;Frankfurt,30.4.2016,27,0.976,0.15
28562,1,7,Germany;Frankfurt,30.4.2016,25,0.976,0.01
28563,10,4,Germany;Frankfurt,30.4.2016,22,0.976,0.01
28564,1,1,Czech republic;Prague,30.4.2016,15,0.976,0.01
28565,3,5,Germany;Berlin,30.4.2016,13,0.976,0.01
28566,9,1,Czech republic;Prague,30.4.2016,8,0.976,0
28567,2,4,Germany;Frankfurt,30.4.2016,4,0.976,0
28568,2,7,Germany;Frankfurt,2.5.2016,145,0.981,0.55
28569,4,5,Germany;Berlin,2.5.2016,143,0.981,0.55
28570,3,5,Germany;Berlin,2.5.2016,140,0.981,0.55
28571,11,3,Czech republic;Ostrava,2.5.2016,138,0.981,0.55
28572,8,7,Germany;Frankfurt,2.5.2016,135,0.981,0.55
28573,9,5,Germany;Berlin,2.5.2016,132,0.981,0.55
28574,8,2,Denmark;Copenhagen,2.5.2016,129,0.981,0.55
28575,10,1,Czech republic;Prague,2.5.2016,128,0.981,0.55
28576,1,7,Germany;Frankfurt,2.5.2016,126,0.981,0.55
28577,7,2,Denmark;Copenhagen,2.5.2016,126,0.981,0.55
28578,6,5,Germany;Berlin,2.5.2016,125,0.981,0.55
28579,3,5,Germany;Berlin,2.5.2016,122,0.981,0.55
28580,5,5,Germany;Berlin,2.5.2016,114,0.981,0.55
28581,2,2,Denmark;Copenhagen,2.5.2016,112,0.981,0.55
28582,3,7,Germany;Frankfurt,2.5.2016,108,0.981,0.55
28583,6,2,Denmark;Copenhagen,2.5.2016,99,0.981,0.4
28584,9,7,Germany;Frankfurt,2.5.2016,95,0.981,0.4
28585,4,7,Germany;Frankfurt,2.5.2016,91,0.981,0.4
28586,2,1,Czech republic;Prague,2.5.2016,87,0.981,0.4
28587,10,5,Germany;Berlin,2.5.2016,87,0.981,0.4
28588,7,7,Germany;Frankfurt,2.5.2016,86,0.981,0.4
28589,4,5,Germany;Berlin,2.5.2016,85,0.981,0.4
28590,6,6,Germany;Dresden,2.5.2016,81,0.981,0.4
28591,10,4,Germany;Frankfurt,2.5.2016,81,0.981,0.4
28592,11,2,Denmark;Copenhagen,2.5.2016,76,0.981,0.4
28593,1,5,Germany;Berlin,2.5.2016,76,0.981,0.4
28594,3,2,Denmark;Copenhagen,2.5.2016,75,0.981,0.15
28595,2,7,Germany;Frankfurt,2.5.2016,72,0.981,0.15
28596,10,5,Germany;Berlin,2.5.2016,67,0.981,0.15
28597,1,5,Germany;Berlin,2.5.2016,67,0.981,0.15
28598,9,6,Germany;Dresden,2.5.2016,64,0.981,0.15
28599,6,6,Germany;Dresden,2.5.2016,63,0.981,0.15
28600,10,1,Czech republic;Prague,2.5.2016,63,0.981,0.15
28601,3,7,Germany;Frankfurt,2.5.2016,62,0.981,0.15
28602,8,1,Czech republic;Prague,2.5.2016,60,0.981,0.15
28603,1,4,Germany;Frankfurt,2.5.2016,60,0.981,0.15
28604,8,5,Germany;Berlin,2.5.2016,58,0.981,0.15
28605,5,6,Germany;Dresden,2.5.2016,57,0.981,0.15
28606,10,7,Germany;Frankfurt,2.5.2016,57,0.981,0.15
28607,8,6,Germany;Dresden,2.5.2016,57,0.981,0.15
28608,2,2,Denmark;Copenhagen,2.5.2016,55,0.981,0.15
28609,1,5,Germany;Berlin,2.5.2016,47,0.981,0.15
28610,3,5,Germany;Berlin,2.5.2016,44,0.981,0.15
28611,7,6,Germany;Dresden,2.5.2016,41,0.981,0.15
28612,10,5,Germany;Berlin,2.5.2016,35,0.981,0.15
28613,3,7,Germany;Frankfurt,2.5.2016,20,0.981,0.01
28614,9,2,Denmark;Copenhagen,2.5.2016,19,0.981,0.01
28615,3,5,Germany;Berlin,2.5.2016,11,0.981,0.01
28616,10,7,Germany;Frankfurt,2.5.2016,8,0.981,0
28617,4,1,Czech republic;Prague,3.5.2016,149,0.972,0.55
28618,4,5,Germany;Berlin,3.5.2016,147,0.972,0.55
28619,2,5,Germany;Berlin,3.5.2016,143,0.972,0.55
28620,10,1,Czech republic;Prague,3.5.2016,141,0.972,0.55
28621,7,4,Germany;Frankfurt,3.5.2016,138,0.972,0.55
28622,3,4,Germany;Frankfurt,3.5.2016,132,0.972,0.55
28623,6,5,Germany;Berlin,3.5.2016,131,0.972,0.55
28624,5,7,Germany;Frankfurt,3.5.2016,129,0.972,0.55
28625,6,5,Germany;Berlin,3.5.2016,128,0.972,0.55
28626,1,5,Germany;Berlin,3.5.2016,128,0.972,0.55
28627,3,2,Denmark;Copenhagen,3.5.2016,112,0.972,0.55
28628,10,5,Germany;Berlin,3.5.2016,110,0.972,0.55
28629,2,1,Czech republic;Prague,3.5.2016,109,0.972,0.55
28630,8,5,Germany;Berlin,3.5.2016,105,0.972,0.55
28631,4,6,Germany;Dresden,3.5.2016,101,0.972,0.55
28632,9,1,Czech republic;Prague,3.5.2016,98,0.972,0.4
28633,8,4,Germany;Frankfurt,3.5.2016,90,0.972,0.4
28634,11,4,Germany;Frankfurt,3.5.2016,86,0.972,0.4
28635,8,4,Germany;Frankfurt,3.5.2016,81,0.972,0.4
28636,6,3,Czech republic;Brno,3.5.2016,80,0.972,0.4
28637,3,5,Germany;Berlin,3.5.2016,79,0.972,0.4
28638,3,5,Germany;Berlin,3.5.2016,77,0.972,0.4
28639,9,7,Germany;Frankfurt,3.5.2016,73,0.972,0.15
28640,1,6,Germany;Dresden,3.5.2016,66,0.972,0.15
28641,11,7,Germany;Frankfurt,3.5.2016,66,0.972,0.15
28642,1,5,Germany;Berlin,3.5.2016,59,0.972,0.15
28643,6,5,Germany;Berlin,3.5.2016,57,0.972,0.15
28644,10,5,Germany;Berlin,3.5.2016,56,0.972,0.15
28645,5,7,Germany;Frankfurt,3.5.2016,54,0.972,0.15
28646,3,7,Germany;Frankfurt,3.5.2016,48,0.972,0.15
28647,10,7,Germany;Frankfurt,3.5.2016,47,0.972,0.15
28648,11,5,Germany;Berlin,3.5.2016,38,0.972,0.15
28649,3,7,Germany;Frankfurt,3.5.2016,35,0.972,0.15
28650,7,6,Germany;Dresden,3.5.2016,34,0.972,0.15
28651,3,7,Germany;Frankfurt,3.5.2016,30,0.972,0.15
28652,11,5,Germany;Berlin,3.5.2016,29,0.972,0.15
28653,9,1,Czech republic;Prague,3.5.2016,25,0.972,0.01
28654,5,5,Germany;Berlin,3.5.2016,25,0.972,0.01
28655,5,5,Germany;Berlin,3.5.2016,23,0.972,0.01
28656,8,5,Germany;Berlin,3.5.2016,17,0.972,0.01
28657,10,3,Czech republic;Ostrava,3.5.2016,16,0.972,0.01
28658,1,5,Germany;Berlin,3.5.2016,12,0.972,0.01
28659,8,6,Germany;Dresden,3.5.2016,9,0.972,0
28660,6,7,Germany;Frankfurt,3.5.2016,5,0.972,0
28661,11,7,Germany;Frankfurt,3.5.2016,3,0.972,0
28662,9,5,Germany;Berlin,3.5.2016,3,0.972,0
28663,3,6,Germany;Dresden,3.5.2016,2,0.972,0
28664,9,5,Germany;Berlin,3.5.2016,1,0.972,0
28665,6,7,Germany;Frankfurt,3.5.2016,1,0.972,0
28666,1,7,Germany;Frankfurt,4.5.2016,142,0.98,0.55
28667,4,5,Germany;Berlin,4.5.2016,139,0.98,0.55
28668,4,7,Germany;Frankfurt,4.5.2016,135,0.98,0.55
28669,11,5,Germany;Berlin,4.5.2016,135,0.98,0.55
28670,1,4,Germany;Frankfurt,4.5.2016,128,0.98,0.55
28671,11,1,Czech republic;Prague,4.5.2016,124,0.98,0.55
28672,6,5,Germany;Berlin,4.5.2016,118,0.98,0.55
28673,4,5,Germany;Berlin,4.5.2016,114,0.98,0.55
28674,5,5,Germany;Berlin,4.5.2016,112,0.98,0.55
28675,2,3,Czech republic;Brno,4.5.2016,98,0.98,0.4
28676,7,1,Czech republic;Prague,4.5.2016,96,0.98,0.4
28677,10,7,Germany;Frankfurt,4.5.2016,96,0.98,0.4
28678,9,5,Germany;Berlin,4.5.2016,87,0.98,0.4
28679,3,5,Germany;Berlin,4.5.2016,85,0.98,0.4
28680,5,7,Germany;Frankfurt,4.5.2016,84,0.98,0.4
28681,9,7,Germany;Frankfurt,4.5.2016,79,0.98,0.4
28682,10,2,Denmark;Copenhagen,4.5.2016,79,0.98,0.4
28683,2,7,Germany;Frankfurt,4.5.2016,77,0.98,0.4
28684,8,7,Germany;Frankfurt,4.5.2016,70,0.98,0.15
28685,4,7,Germany;Frankfurt,4.5.2016,62,0.98,0.15
28686,11,7,Germany;Frankfurt,4.5.2016,61,0.98,0.15
28687,7,4,Germany;Frankfurt,4.5.2016,59,0.98,0.15
28688,3,4,Germany;Frankfurt,4.5.2016,57,0.98,0.15
28689,10,7,Germany;Frankfurt,4.5.2016,57,0.98,0.15
28690,8,3,Czech republic;Ostrava,4.5.2016,52,0.98,0.15
28691,9,5,Germany;Berlin,4.5.2016,46,0.98,0.15
28692,11,7,Germany;Frankfurt,4.5.2016,46,0.98,0.15
28693,4,7,Germany;Frankfurt,4.5.2016,43,0.98,0.15
28694,4,3,Czech republic;Brno,4.5.2016,35,0.98,0.15
28695,1,5,Germany;Berlin,4.5.2016,33,0.98,0.15
28696,8,4,Germany;Frankfurt,4.5.2016,32,0.98,0.15
28697,8,4,Germany;Frankfurt,4.5.2016,31,0.98,0.15
28698,5,7,Germany;Frankfurt,4.5.2016,31,0.98,0.15
28699,11,5,Germany;Berlin,4.5.2016,30,0.98,0.15
28700,9,7,Germany;Frankfurt,4.5.2016,24,0.98,0.01
28701,4,1,Czech republic;Prague,4.5.2016,22,0.98,0.01
28702,10,3,Czech republic;Ostrava,4.5.2016,20,0.98,0.01
28703,2,5,Germany;Berlin,4.5.2016,19,0.98,0.01
28704,9,3,Czech republic;Ostrava,4.5.2016,16,0.98,0.01
28705,11,5,Germany;Berlin,4.5.2016,11,0.98,0.01
28706,7,5,Germany;Berlin,4.5.2016,10,0.98,0
28707,11,7,Germany;Frankfurt,4.5.2016,8,0.98,0
28708,2,5,Germany;Berlin,4.5.2016,4,0.98,0
28709,7,7,Germany;Frankfurt,4.5.2016,4,0.98,0
28710,6,1,Czech republic;Prague,5.5.2016,150,0.968,0.55
28711,11,5,Germany;Berlin,5.5.2016,150,0.968,0.55
28712,6,5,Germany;Berlin,5.5.2016,145,0.968,0.55
28713,4,7,Germany;Frankfurt,5.5.2016,143,0.968,0.55
28714,10,5,Germany;Berlin,5.5.2016,141,0.968,0.55
28715,11,6,Germany;Dresden,5.5.2016,141,0.968,0.55
28716,7,7,Germany;Frankfurt,5.5.2016,141,0.968,0.55
28717,7,7,Germany;Frankfurt,5.5.2016,132,0.968,0.55
28718,9,5,Germany;Berlin,5.5.2016,131,0.968,0.55
28719,7,7,Germany;Frankfurt,5.5.2016,124,0.968,0.55
28720,6,4,Germany;Frankfurt,5.5.2016,122,0.968,0.55
28721,9,7,Germany;Frankfurt,5.5.2016,121,0.968,0.55
28722,3,2,Denmark;Copenhagen,5.5.2016,112,0.968,0.55
28723,4,4,Germany;Frankfurt,5.5.2016,112,0.968,0.55
28724,7,4,Germany;Frankfurt,5.5.2016,109,0.968,0.55
28725,7,7,Germany;Frankfurt,5.5.2016,108,0.968,0.55
28726,10,1,Czech republic;Prague,5.5.2016,100,0.968,0.55
28727,11,5,Germany;Berlin,5.5.2016,100,0.968,0.55
28728,7,5,Germany;Berlin,5.5.2016,94,0.968,0.4
28729,5,5,Germany;Berlin,5.5.2016,91,0.968,0.4
28730,1,5,Germany;Berlin,5.5.2016,90,0.968,0.4
28731,10,7,Germany;Frankfurt,5.5.2016,86,0.968,0.4
28732,9,3,Czech republic;Ostrava,5.5.2016,84,0.968,0.4
28733,11,5,Germany;Berlin,5.5.2016,84,0.968,0.4
28734,7,3,Czech republic;Ostrava,5.5.2016,82,0.968,0.4
28735,2,1,Czech republic;Prague,5.5.2016,82,0.968,0.4
28736,11,7,Germany;Frankfurt,5.5.2016,81,0.968,0.4
28737,6,5,Germany;Berlin,5.5.2016,80,0.968,0.4
28738,8,2,Denmark;Copenhagen,5.5.2016,78,0.968,0.4
28739,6,4,Germany;Frankfurt,5.5.2016,78,0.968,0.4
28740,2,6,Germany;Dresden,5.5.2016,71,0.968,0.15
28741,5,2,Denmark;Copenhagen,5.5.2016,71,0.968,0.15
28742,5,3,Czech republic;Brno,5.5.2016,65,0.968,0.15
28743,2,5,Germany;Berlin,5.5.2016,60,0.968,0.15
28744,11,7,Germany;Frankfurt,5.5.2016,59,0.968,0.15
28745,2,1,Czech republic;Prague,5.5.2016,56,0.968,0.15
28746,7,3,Czech republic;Ostrava,5.5.2016,55,0.968,0.15
28747,4,7,Germany;Frankfurt,5.5.2016,50,0.968,0.15
28748,11,7,Germany;Frankfurt,5.5.2016,50,0.968,0.15
28749,7,2,Denmark;Copenhagen,5.5.2016,28,0.968,0.15
28750,6,4,Germany;Frankfurt,5.5.2016,25,0.968,0.01
28751,7,5,Germany;Berlin,5.5.2016,24,0.968,0.01
28752,11,2,Denmark;Copenhagen,5.5.2016,22,0.968,0.01
28753,11,1,Czech republic;Prague,5.5.2016,16,0.968,0.01
28754,11,4,Germany;Frankfurt,5.5.2016,15,0.968,0.01
28755,1,6,Germany;Dresden,5.5.2016,14,0.968,0.01
28756,7,5,Germany;Berlin,5.5.2016,10,0.968,0
28757,8,4,Germany;Frankfurt,5.5.2016,6,0.968,0
28758,8,7,Germany;Frankfurt,5.5.2016,4,0.968,0
28759,1,1,Czech republic;Prague,5.5.2016,4,0.968,0
28760,6,7,Germany;Frankfurt,5.5.2016,4,0.968,0
28761,2,7,Germany;Frankfurt,5.5.2016,1,0.968,0
28762,4,6,Germany;Dresden,6.5.2016,150,0.981,0.55
28763,7,5,Germany;Berlin,6.5.2016,149,0.981,0.55
28764,9,5,Germany;Berlin,6.5.2016,148,0.981,0.55
28765,2,7,Germany;Frankfurt,6.5.2016,148,0.981,0.55
28766,5,6,Germany;Dresden,6.5.2016,147,0.981,0.55
28767,11,5,Germany;Berlin,6.5.2016,144,0.981,0.55
28768,3,5,Germany;Berlin,6.5.2016,143,0.981,0.55
28769,2,5,Germany;Berlin,6.5.2016,143,0.981,0.55
28770,2,5,Germany;Berlin,6.5.2016,142,0.981,0.55
28771,6,1,Czech republic;Prague,6.5.2016,142,0.981,0.55
28772,10,7,Germany;Frankfurt,6.5.2016,137,0.981,0.55
28773,7,7,Germany;Frankfurt,6.5.2016,132,0.981,0.55
28774,9,5,Germany;Berlin,6.5.2016,129,0.981,0.55
28775,11,4,Germany;Frankfurt,6.5.2016,127,0.981,0.55
28776,7,7,Germany;Frankfurt,6.5.2016,126,0.981,0.55
28777,8,7,Germany;Frankfurt,6.5.2016,120,0.981,0.55
28778,5,7,Germany;Frankfurt,6.5.2016,118,0.981,0.55
28779,9,7,Germany;Frankfurt,6.5.2016,108,0.981,0.55
28780,9,3,Czech republic;Ostrava,6.5.2016,106,0.981,0.55
28781,10,5,Germany;Berlin,6.5.2016,102,0.981,0.55
28782,11,5,Germany;Berlin,6.5.2016,100,0.981,0.55
28783,9,7,Germany;Frankfurt,6.5.2016,99,0.981,0.4
28784,9,5,Germany;Berlin,6.5.2016,98,0.981,0.4
28785,8,7,Germany;Frankfurt,6.5.2016,96,0.981,0.4
28786,4,2,Denmark;Copenhagen,6.5.2016,94,0.981,0.4
28787,6,2,Denmark;Copenhagen,6.5.2016,86,0.981,0.4
28788,5,5,Germany;Berlin,6.5.2016,79,0.981,0.4
28789,4,5,Germany;Berlin,6.5.2016,76,0.981,0.4
28790,5,7,Germany;Frankfurt,6.5.2016,75,0.981,0.15
28791,4,5,Germany;Berlin,6.5.2016,74,0.981,0.15
28792,1,2,Denmark;Copenhagen,6.5.2016,73,0.981,0.15
28793,8,1,Czech republic;Prague,6.5.2016,73,0.981,0.15
28794,3,1,Czech republic;Prague,6.5.2016,67,0.981,0.15
28795,7,5,Germany;Berlin,6.5.2016,66,0.981,0.15
28796,9,3,Czech republic;Ostrava,6.5.2016,64,0.981,0.15
28797,5,5,Germany;Berlin,6.5.2016,60,0.981,0.15
28798,10,7,Germany;Frankfurt,6.5.2016,58,0.981,0.15
28799,10,7,Germany;Frankfurt,6.5.2016,50,0.981,0.15
28800,3,2,Denmark;Copenhagen,6.5.2016,45,0.981,0.15
28801,2,5,Germany;Berlin,6.5.2016,42,0.981,0.15
28802,3,4,Germany;Frankfurt,6.5.2016,41,0.981,0.15
28803,6,7,Germany;Frankfurt,6.5.2016,41,0.981,0.15
28804,3,7,Germany;Frankfurt,6.5.2016,39,0.981,0.15
28805,11,3,Czech republic;Ostrava,6.5.2016,37,0.981,0.15
28806,9,5,Germany;Berlin,6.5.2016,29,0.981,0.15
28807,8,5,Germany;Berlin,6.5.2016,28,0.981,0.15
28808,1,7,Germany;Frankfurt,6.5.2016,24,0.981,0.01
28809,5,7,Germany;Frankfurt,6.5.2016,19,0.981,0.01
28810,2,7,Germany;Frankfurt,6.5.2016,16,0.981,0.01
28811,2,6,Germany;Dresden,6.5.2016,15,0.981,0.01
28812,6,7,Germany;Frankfurt,6.5.2016,6,0.981,0
28813,3,3,Czech republic;Brno,6.5.2016,1,0.981,0
28814,7,3,Czech republic;Ostrava,7.5.2016,146,0.981,0.55
28815,6,3,Czech republic;Brno,7.5.2016,146,0.981,0.55
28816,4,6,Germany;Dresden,7.5.2016,143,0.981,0.55
28817,11,1,Czech republic;Prague,7.5.2016,142,0.981,0.55
28818,11,7,Germany;Frankfurt,7.5.2016,139,0.981,0.55
28819,3,5,Germany;Berlin,7.5.2016,132,0.981,0.55
28820,4,6,Germany;Dresden,7.5.2016,130,0.981,0.55
28821,5,5,Germany;Berlin,7.5.2016,129,0.981,0.55
28822,1,5,Germany;Berlin,7.5.2016,121,0.981,0.55
28823,10,7,Germany;Frankfurt,7.5.2016,117,0.981,0.55
28824,6,5,Germany;Berlin,7.5.2016,114,0.981,0.55
28825,9,5,Germany;Berlin,7.5.2016,110,0.981,0.55
28826,11,4,Germany;Frankfurt,7.5.2016,102,0.981,0.55
28827,7,5,Germany;Berlin,7.5.2016,102,0.981,0.55
28828,2,6,Germany;Dresden,7.5.2016,92,0.981,0.4
28829,8,3,Czech republic;Ostrava,7.5.2016,91,0.981,0.4
28830,1,6,Germany;Dresden,7.5.2016,87,0.981,0.4
28831,5,5,Germany;Berlin,7.5.2016,83,0.981,0.4
28832,9,4,Germany;Frankfurt,7.5.2016,81,0.981,0.4
28833,2,4,Germany;Frankfurt,7.5.2016,81,0.981,0.4
28834,2,1,Czech republic;Prague,7.5.2016,79,0.981,0.4
28835,11,3,Czech republic;Ostrava,7.5.2016,78,0.981,0.4
28836,10,5,Germany;Berlin,7.5.2016,77,0.981,0.4
28837,11,5,Germany;Berlin,7.5.2016,77,0.981,0.4
28838,6,7,Germany;Frankfurt,7.5.2016,76,0.981,0.4
28839,7,7,Germany;Frankfurt,7.5.2016,70,0.981,0.15
28840,6,7,Germany;Frankfurt,7.5.2016,68,0.981,0.15
28841,10,2,Denmark;Copenhagen,7.5.2016,67,0.981,0.15
28842,5,6,Germany;Dresden,7.5.2016,64,0.981,0.15
28843,7,6,Germany;Dresden,7.5.2016,56,0.981,0.15
28844,7,2,Denmark;Copenhagen,7.5.2016,54,0.981,0.15
28845,5,7,Germany;Frankfurt,7.5.2016,51,0.981,0.15
28846,4,6,Germany;Dresden,7.5.2016,50,0.981,0.15
28847,3,7,Germany;Frankfurt,7.5.2016,36,0.981,0.15
28848,4,1,Czech republic;Prague,7.5.2016,30,0.981,0.15
28849,4,6,Germany;Dresden,7.5.2016,27,0.981,0.15
28850,3,7,Germany;Frankfurt,7.5.2016,22,0.981,0.01
28851,7,6,Germany;Dresden,7.5.2016,22,0.981,0.01
28852,9,7,Germany;Frankfurt,7.5.2016,18,0.981,0.01
28853,5,3,Czech republic;Brno,7.5.2016,14,0.981,0.01
28854,10,7,Germany;Frankfurt,7.5.2016,12,0.981,0.01
28855,4,7,Germany;Frankfurt,7.5.2016,7,0.981,0
28856,5,7,Germany;Frankfurt,7.5.2016,6,0.981,0
28857,8,7,Germany;Frankfurt,7.5.2016,6,0.981,0
28858,10,7,Germany;Frankfurt,7.5.2016,1,0.981,0
28859,10,7,Germany;Frankfurt,10.5.2016,149,0.982,0.55
28860,6,7,Germany;Frankfurt,10.5.2016,148,0.982,0.55
28861,2,7,Germany;Frankfurt,10.5.2016,146,0.982,0.55
28862,11,4,Germany;Frankfurt,10.5.2016,142,0.982,0.55
28863,9,2,Denmark;Copenhagen,10.5.2016,141,0.982,0.55
28864,2,3,Czech republic;Brno,10.5.2016,138,0.982,0.55
28865,7,6,Germany;Dresden,10.5.2016,133,0.982,0.55
28866,6,3,Czech republic;Brno,10.5.2016,131,0.982,0.55
28867,3,7,Germany;Frankfurt,10.5.2016,130,0.982,0.55
28868,5,7,Germany;Frankfurt,10.5.2016,126,0.982,0.55
28869,11,1,Czech republic;Prague,10.5.2016,125,0.982,0.55
28870,3,5,Germany;Berlin,10.5.2016,125,0.982,0.55
28871,1,5,Germany;Berlin,10.5.2016,125,0.982,0.55
28872,10,5,Germany;Berlin,10.5.2016,114,0.982,0.55
28873,3,6,Germany;Dresden,10.5.2016,112,0.982,0.55
28874,5,7,Germany;Frankfurt,10.5.2016,112,0.982,0.55
28875,4,7,Germany;Frankfurt,10.5.2016,106,0.982,0.55
28876,6,4,Germany;Frankfurt,10.5.2016,102,0.982,0.55
28877,10,1,Czech republic;Prague,10.5.2016,99,0.982,0.4
28878,6,3,Czech republic;Brno,10.5.2016,97,0.982,0.4
28879,10,5,Germany;Berlin,10.5.2016,93,0.982,0.4
28880,7,3,Czech republic;Ostrava,10.5.2016,90,0.982,0.4
28881,6,5,Germany;Berlin,10.5.2016,89,0.982,0.4
28882,7,1,Czech republic;Prague,10.5.2016,88,0.982,0.4
28883,8,7,Germany;Frankfurt,10.5.2016,85,0.982,0.4
28884,8,5,Germany;Berlin,10.5.2016,80,0.982,0.4
28885,7,7,Germany;Frankfurt,10.5.2016,79,0.982,0.4
28886,4,2,Denmark;Copenhagen,10.5.2016,79,0.982,0.4
28887,8,7,Germany;Frankfurt,10.5.2016,78,0.982,0.4
28888,4,5,Germany;Berlin,10.5.2016,77,0.982,0.4
28889,1,6,Germany;Dresden,10.5.2016,74,0.982,0.15
28890,7,2,Denmark;Copenhagen,10.5.2016,73,0.982,0.15
28891,2,5,Germany;Berlin,10.5.2016,72,0.982,0.15
28892,1,5,Germany;Berlin,10.5.2016,71,0.982,0.15
28893,4,6,Germany;Dresden,10.5.2016,70,0.982,0.15
28894,8,5,Germany;Berlin,10.5.2016,63,0.982,0.15
28895,9,7,Germany;Frankfurt,10.5.2016,58,0.982,0.15
28896,1,2,Denmark;Copenhagen,10.5.2016,58,0.982,0.15
28897,6,4,Germany;Frankfurt,10.5.2016,49,0.982,0.15
28898,11,4,Germany;Frankfurt,10.5.2016,42,0.982,0.15
28899,9,7,Germany;Frankfurt,10.5.2016,42,0.982,0.15
28900,8,2,Denmark;Copenhagen,10.5.2016,33,0.982,0.15
28901,1,7,Germany;Frankfurt,10.5.2016,31,0.982,0.15
28902,3,3,Czech republic;Brno,10.5.2016,30,0.982,0.15
28903,4,6,Germany;Dresden,10.5.2016,30,0.982,0.15
28904,2,3,Czech republic;Brno,10.5.2016,22,0.982,0.01
28905,2,2,Denmark;Copenhagen,10.5.2016,16,0.982,0.01
28906,10,7,Germany;Frankfurt,10.5.2016,8,0.982,0
28907,4,3,Czech republic;Brno,10.5.2016,7,0.982,0
