fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
1,4,6,Germany;Dresden,2.1.2014,145,0.954,0.55
2031,10,1,Czech republic;Prague,5.3.2014,147,0.952,0.55
2032,7,5,Germany;Berlin,5.3.2014,146,0.952,0.55
2033,8,3,Czech republic;Ostrava,5.3.2014,144,0.952,0.55
2034,8,4,Germany;Frankfurt,5.3.2014,140,0.952,0.55
2035,3,7,Germany;Frankfurt,5.3.2014,137,0.952,0.55
2036,4,7,Germany;Frankfurt,5.3.2014,132,0.952,0.55
2037,4,1,Czech republic;Prague,5.3.2014,131,0.952,0.55
2038,1,5,Germany;Berlin,5.3.2014,124,0.952,0.55
2039,10,7,Germany;Frankfurt,5.3.2014,123,0.952,0.55
2040,2,5,Germany;Berlin,5.3.2014,121,0.952,0.55
2041,1,3,Czech republic;Brno,5.3.2014,119,0.952,0.55
2042,5,5,Germany;Berlin,5.3.2014,115,0.952,0.55
2043,9,7,Germany;Frankfurt,5.3.2014,113,0.952,0.55
2044,10,5,Germany;Berlin,5.3.2014,111,0.952,0.55
2045,11,1,Czech republic;Prague,5.3.2014,111,0.952,0.55
2046,6,6,Germany;Dresden,5.3.2014,102,0.952,0.55
2047,10,5,Germany;Berlin,5.3.2014,102,0.952,0.55
2048,10,7,Germany;Frankfurt,5.3.2014,101,0.952,0.55
2049,4,2,Denmark;Copenhagen,5.3.2014,99,0.952,0.4
2050,11,5,Germany;Berlin,5.3.2014,97,0.952,0.4
2051,9,5,Germany;Berlin,5.3.2014,97,0.952,0.4
2052,1,5,Germany;Berlin,5.3.2014,96,0.952,0.4
2053,7,7,Germany;Frankfurt,5.3.2014,92,0.952,0.4
2054,9,5,Germany;Berlin,5.3.2014,89,0.952,0.4
2055,2,7,Germany;Frankfurt,5.3.2014,87,0.952,0.4
2056,5,1,Czech republic;Prague,5.3.2014,85,0.952,0.4
2057,9,6,Germany;Dresden,5.3.2014,85,0.952,0.4
2058,4,5,Germany;Berlin,5.3.2014,84,0.952,0.4
2059,5,3,Czech republic;Brno,5.3.2014,79,0.952,0.4
2060,9,2,Denmark;Copenhagen,5.3.2014,79,0.952,0.4
2061,10,5,Germany;Berlin,5.3.2014,76,0.952,0.4
2062,3,7,Germany;Frankfurt,5.3.2014,75,0.952,0.15
2063,4,5,Germany;Berlin,5.3.2014,64,0.952,0.15
2064,6,5,Germany;Berlin,5.3.2014,63,0.952,0.15
2065,5,4,Germany;Frankfurt,5.3.2014,57,0.952,0.15
2066,11,5,Germany;Berlin,5.3.2014,53,0.952,0.15
2067,8,7,Germany;Frankfurt,5.3.2014,47,0.952,0.15
2068,2,5,Germany;Berlin,5.3.2014,44,0.952,0.15
2069,7,3,Czech republic;Ostrava,5.3.2014,38,0.952,0.15
2070,8,5,Germany;Berlin,5.3.2014,36,0.952,0.15
2071,11,1,Czech republic;Prague,5.3.2014,36,0.952,0.15
2072,3,5,Germany;Berlin,5.3.2014,33,0.952,0.15
2073,4,2,Denmark;Copenhagen,5.3.2014,29,0.952,0.15
2074,4,5,Germany;Berlin,5.3.2014,27,0.952,0.15
2075,8,7,Germany;Frankfurt,5.3.2014,24,0.952,0.01
2076,1,6,Germany;Dresden,5.3.2014,19,0.952,0.01
2077,3,1,Czech republic;Prague,5.3.2014,10,0.952,0
2078,4,1,Czech republic;Prague,5.3.2014,5,0.952,0
2079,8,3,Czech republic;Ostrava,5.3.2014,3,0.952,0
2080,11,7,Germany;Frankfurt,5.3.2014,2,0.952,0
2081,3,1,Czech republic;Prague,5.3.2014,1,0.952,0
2082,6,7,Germany;Frankfurt,5.3.2014,1,0.952,0
2083,5,5,Germany;Berlin,6.3.2014,131,0.945,0.55
2084,7,2,Denmark;Copenhagen,6.3.2014,130,0.945,0.55
2085,7,7,Germany;Frankfurt,6.3.2014,127,0.945,0.55
2086,6,7,Germany;Frankfurt,6.3.2014,121,0.945,0.55
2087,4,7,Germany;Frankfurt,6.3.2014,121,0.945,0.55
2088,5,6,Germany;Dresden,6.3.2014,119,0.945,0.55
2089,2,7,Germany;Frankfurt,6.3.2014,111,0.945,0.55
2090,5,4,Germany;Frankfurt,6.3.2014,111,0.945,0.55
2091,6,5,Germany;Berlin,6.3.2014,110,0.945,0.55
2092,7,5,Germany;Berlin,6.3.2014,106,0.945,0.55
2093,3,5,Germany;Berlin,6.3.2014,104,0.945,0.55
2094,7,5,Germany;Berlin,6.3.2014,100,0.945,0.55
2095,3,2,Denmark;Copenhagen,6.3.2014,93,0.945,0.4
2096,9,7,Germany;Frankfurt,6.3.2014,92,0.945,0.4
2097,2,3,Czech republic;Brno,6.3.2014,86,0.945,0.4
2098,4,5,Germany;Berlin,6.3.2014,81,0.945,0.4
2099,9,5,Germany;Berlin,6.3.2014,80,0.945,0.4
2100,5,7,Germany;Frankfurt,6.3.2014,77,0.945,0.4
2101,6,7,Germany;Frankfurt,6.3.2014,72,0.945,0.15
2102,10,4,Germany;Frankfurt,6.3.2014,70,0.945,0.15
2103,2,7,Germany;Frankfurt,6.3.2014,66,0.945,0.15
2104,2,5,Germany;Berlin,6.3.2014,61,0.945,0.15
2105,9,5,Germany;Berlin,6.3.2014,60,0.945,0.15
2106,6,7,Germany;Frankfurt,6.3.2014,59,0.945,0.15
2107,11,6,Germany;Dresden,6.3.2014,53,0.945,0.15
2108,9,6,Germany;Dresden,6.3.2014,50,0.945,0.15
2109,2,5,Germany;Berlin,6.3.2014,47,0.945,0.15
2110,6,5,Germany;Berlin,6.3.2014,44,0.945,0.15
2111,6,5,Germany;Berlin,6.3.2014,43,0.945,0.15
2112,9,3,Czech republic;Ostrava,6.3.2014,42,0.945,0.15
2113,5,5,Germany;Berlin,6.3.2014,37,0.945,0.15
2114,3,5,Germany;Berlin,6.3.2014,36,0.945,0.15
2115,10,7,Germany;Frankfurt,6.3.2014,36,0.945,0.15
2116,4,1,Czech republic;Prague,6.3.2014,31,0.945,0.15
2117,10,7,Germany;Frankfurt,6.3.2014,31,0.945,0.15
2118,10,3,Czech republic;Ostrava,6.3.2014,27,0.945,0.15
2119,10,5,Germany;Berlin,6.3.2014,25,0.945,0.01
2120,4,1,Czech republic;Prague,6.3.2014,24,0.945,0.01
2121,2,7,Germany;Frankfurt,6.3.2014,18,0.945,0.01
2122,5,5,Germany;Berlin,6.3.2014,15,0.945,0.01
2123,5,5,Germany;Berlin,6.3.2014,12,0.945,0.01
2124,11,7,Germany;Frankfurt,6.3.2014,11,0.945,0.01
2125,11,5,Germany;Berlin,6.3.2014,4,0.945,0
2126,1,3,Czech republic;Brno,6.3.2014,4,0.945,0
2127,1,5,Germany;Berlin,7.3.2014,145,0.966,0.55
2128,8,5,Germany;Berlin,7.3.2014,142,0.966,0.55
2129,9,5,Germany;Berlin,7.3.2014,140,0.966,0.55
2130,2,1,Czech republic;Prague,7.3.2014,138,0.966,0.55
2131,1,5,Germany;Berlin,7.3.2014,125,0.966,0.55
2132,11,4,Germany;Frankfurt,7.3.2014,120,0.966,0.55
2133,11,1,Czech republic;Prague,7.3.2014,119,0.966,0.55
2134,5,5,Germany;Berlin,7.3.2014,110,0.966,0.55
2135,2,5,Germany;Berlin,7.3.2014,105,0.966,0.55
2136,6,3,Czech republic;Brno,7.3.2014,100,0.966,0.55
2137,7,5,Germany;Berlin,7.3.2014,96,0.966,0.4
2138,4,5,Germany;Berlin,7.3.2014,93,0.966,0.4
2139,9,1,Czech republic;Prague,7.3.2014,90,0.966,0.4
2140,4,7,Germany;Frankfurt,7.3.2014,87,0.966,0.4
2141,5,4,Germany;Frankfurt,7.3.2014,85,0.966,0.4
2142,7,3,Czech republic;Ostrava,7.3.2014,64,0.966,0.15
2143,4,5,Germany;Berlin,7.3.2014,62,0.966,0.15
2144,7,5,Germany;Berlin,7.3.2014,60,0.966,0.15
2145,4,7,Germany;Frankfurt,7.3.2014,54,0.966,0.15
2146,5,5,Germany;Berlin,7.3.2014,46,0.966,0.15
2147,4,5,Germany;Berlin,7.3.2014,37,0.966,0.15
2148,5,5,Germany;Berlin,7.3.2014,33,0.966,0.15
2149,6,1,Czech republic;Prague,7.3.2014,33,0.966,0.15
2150,9,4,Germany;Frankfurt,7.3.2014,23,0.966,0.01
2151,6,7,Germany;Frankfurt,7.3.2014,15,0.966,0.01
2152,1,7,Germany;Frankfurt,7.3.2014,13,0.966,0.01
2153,3,5,Germany;Berlin,7.3.2014,9,0.966,0
2154,6,5,Germany;Berlin,7.3.2014,6,0.966,0
2155,2,4,Germany;Frankfurt,7.3.2014,5,0.966,0
2156,2,5,Germany;Berlin,7.3.2014,4,0.966,0
2157,7,5,Germany;Berlin,7.3.2014,2,0.966,0
2158,8,5,Germany;Berlin,7.3.2014,1,0.966,0
2159,2,5,Germany;Berlin,10.3.2014,149,0.946,0.55
2160,9,5,Germany;Berlin,10.3.2014,148,0.946,0.55
2161,8,4,Germany;Frankfurt,10.3.2014,147,0.946,0.55
2162,9,1,Czech republic;Prague,10.3.2014,146,0.946,0.55
2163,4,5,Germany;Berlin,10.3.2014,143,0.946,0.55
2164,8,7,Germany;Frankfurt,10.3.2014,124,0.946,0.55
2165,7,5,Germany;Berlin,10.3.2014,124,0.946,0.55
2166,1,2,Denmark;Copenhagen,10.3.2014,123,0.946,0.55
2167,8,2,Denmark;Copenhagen,10.3.2014,123,0.946,0.55
2168,1,7,Germany;Frankfurt,10.3.2014,122,0.946,0.55
2169,1,5,Germany;Berlin,10.3.2014,121,0.946,0.55
2170,7,5,Germany;Berlin,10.3.2014,112,0.946,0.55
2171,1,7,Germany;Frankfurt,10.3.2014,108,0.946,0.55
2172,2,5,Germany;Berlin,10.3.2014,108,0.946,0.55
2173,3,5,Germany;Berlin,10.3.2014,100,0.946,0.55
2174,2,2,Denmark;Copenhagen,10.3.2014,91,0.946,0.4
2175,9,7,Germany;Frankfurt,10.3.2014,83,0.946,0.4
2176,10,6,Germany;Dresden,10.3.2014,79,0.946,0.4
2177,3,4,Germany;Frankfurt,10.3.2014,72,0.946,0.15
2178,11,5,Germany;Berlin,10.3.2014,71,0.946,0.15
2179,1,5,Germany;Berlin,10.3.2014,71,0.946,0.15
2180,5,5,Germany;Berlin,10.3.2014,71,0.946,0.15
2181,11,7,Germany;Frankfurt,10.3.2014,70,0.946,0.15
2182,2,7,Germany;Frankfurt,10.3.2014,70,0.946,0.15
2183,2,5,Germany;Berlin,10.3.2014,68,0.946,0.15
2184,5,5,Germany;Berlin,10.3.2014,67,0.946,0.15
2185,6,5,Germany;Berlin,10.3.2014,63,0.946,0.15
2186,10,7,Germany;Frankfurt,10.3.2014,60,0.946,0.15
2187,9,5,Germany;Berlin,10.3.2014,56,0.946,0.15
2188,6,3,Czech republic;Brno,10.3.2014,50,0.946,0.15
2189,9,6,Germany;Dresden,10.3.2014,49,0.946,0.15
2190,11,5,Germany;Berlin,10.3.2014,46,0.946,0.15
2191,8,3,Czech republic;Ostrava,10.3.2014,45,0.946,0.15
2192,6,2,Denmark;Copenhagen,10.3.2014,42,0.946,0.15
2193,7,2,Denmark;Copenhagen,10.3.2014,39,0.946,0.15
2194,6,4,Germany;Frankfurt,10.3.2014,37,0.946,0.15
2195,10,4,Germany;Frankfurt,10.3.2014,26,0.946,0.15
2196,8,5,Germany;Berlin,10.3.2014,23,0.946,0.01
2197,9,5,Germany;Berlin,10.3.2014,23,0.946,0.01
2198,10,4,Germany;Frankfurt,10.3.2014,20,0.946,0.01
2199,1,7,Germany;Frankfurt,10.3.2014,16,0.946,0.01
2200,8,3,Czech republic;Ostrava,10.3.2014,14,0.946,0.01
2201,1,7,Germany;Frankfurt,10.3.2014,13,0.946,0.01
2202,1,6,Germany;Dresden,10.3.2014,9,0.946,0
2203,1,5,Germany;Berlin,11.3.2014,149,0.947,0.55
2204,6,1,Czech republic;Prague,11.3.2014,148,0.947,0.55
2205,7,1,Czech republic;Prague,11.3.2014,148,0.947,0.55
2206,4,7,Germany;Frankfurt,11.3.2014,148,0.947,0.55
2207,9,6,Germany;Dresden,11.3.2014,145,0.947,0.55
2208,2,6,Germany;Dresden,11.3.2014,143,0.947,0.55
2209,3,7,Germany;Frankfurt,11.3.2014,142,0.947,0.55
2210,7,5,Germany;Berlin,11.3.2014,126,0.947,0.55
2211,2,7,Germany;Frankfurt,11.3.2014,124,0.947,0.55
2212,7,2,Denmark;Copenhagen,11.3.2014,119,0.947,0.55
2213,3,5,Germany;Berlin,11.3.2014,108,0.947,0.55
2214,10,5,Germany;Berlin,11.3.2014,108,0.947,0.55
2215,4,1,Czech republic;Prague,11.3.2014,95,0.947,0.4
2216,5,7,Germany;Frankfurt,11.3.2014,93,0.947,0.4
2217,7,3,Czech republic;Ostrava,11.3.2014,93,0.947,0.4
2218,7,5,Germany;Berlin,11.3.2014,91,0.947,0.4
2219,8,2,Denmark;Copenhagen,11.3.2014,90,0.947,0.4
2220,5,7,Germany;Frankfurt,11.3.2014,88,0.947,0.4
2221,3,5,Germany;Berlin,11.3.2014,83,0.947,0.4
2222,11,1,Czech republic;Prague,11.3.2014,83,0.947,0.4
2223,2,5,Germany;Berlin,11.3.2014,81,0.947,0.4
2224,10,7,Germany;Frankfurt,11.3.2014,80,0.947,0.4
2225,9,6,Germany;Dresden,11.3.2014,80,0.947,0.4
2226,4,2,Denmark;Copenhagen,11.3.2014,75,0.947,0.15
2227,3,1,Czech republic;Prague,11.3.2014,70,0.947,0.15
2228,9,6,Germany;Dresden,11.3.2014,69,0.947,0.15
2229,10,6,Germany;Dresden,11.3.2014,69,0.947,0.15
2230,9,7,Germany;Frankfurt,11.3.2014,68,0.947,0.15
2231,4,3,Czech republic;Brno,11.3.2014,65,0.947,0.15
2232,7,1,Czech republic;Prague,11.3.2014,64,0.947,0.15
2233,6,4,Germany;Frankfurt,11.3.2014,63,0.947,0.15
2234,6,5,Germany;Berlin,11.3.2014,62,0.947,0.15
2235,10,5,Germany;Berlin,11.3.2014,61,0.947,0.15
2236,4,3,Czech republic;Brno,11.3.2014,57,0.947,0.15
2237,3,7,Germany;Frankfurt,11.3.2014,50,0.947,0.15
2238,1,4,Germany;Frankfurt,11.3.2014,49,0.947,0.15
2239,6,5,Germany;Berlin,11.3.2014,43,0.947,0.15
2240,6,1,Czech republic;Prague,11.3.2014,42,0.947,0.15
2241,5,5,Germany;Berlin,11.3.2014,40,0.947,0.15
2242,6,7,Germany;Frankfurt,11.3.2014,37,0.947,0.15
2243,8,7,Germany;Frankfurt,11.3.2014,35,0.947,0.15
2244,9,7,Germany;Frankfurt,11.3.2014,31,0.947,0.15
2245,3,4,Germany;Frankfurt,11.3.2014,24,0.947,0.01
2246,8,7,Germany;Frankfurt,11.3.2014,23,0.947,0.01
2247,6,7,Germany;Frankfurt,11.3.2014,16,0.947,0.01
2248,10,2,Denmark;Copenhagen,11.3.2014,15,0.947,0.01
2249,3,4,Germany;Frankfurt,11.3.2014,10,0.947,0
2250,10,1,Czech republic;Prague,11.3.2014,7,0.947,0
2251,5,2,Denmark;Copenhagen,11.3.2014,7,0.947,0
2252,11,5,Germany;Berlin,11.3.2014,6,0.947,0
2253,5,5,Germany;Berlin,11.3.2014,6,0.947,0
2254,3,7,Germany;Frankfurt,11.3.2014,5,0.947,0
2255,3,3,Czech republic;Brno,11.3.2014,3,0.947,0
2256,1,7,Germany;Frankfurt,12.3.2014,150,0.964,0.55
2257,4,1,Czech republic;Prague,12.3.2014,149,0.964,0.55
2258,7,5,Germany;Berlin,12.3.2014,142,0.964,0.55
2259,7,5,Germany;Berlin,12.3.2014,141,0.964,0.55
2260,11,2,Denmark;Copenhagen,12.3.2014,139,0.964,0.55
2261,6,2,Denmark;Copenhagen,12.3.2014,133,0.964,0.55
2262,5,6,Germany;Dresden,12.3.2014,129,0.964,0.55
2263,1,7,Germany;Frankfurt,12.3.2014,127,0.964,0.55
2264,5,1,Czech republic;Prague,12.3.2014,127,0.964,0.55
2265,4,4,Germany;Frankfurt,12.3.2014,126,0.964,0.55
2266,2,5,Germany;Berlin,12.3.2014,125,0.964,0.55
2267,11,2,Denmark;Copenhagen,12.3.2014,121,0.964,0.55
2268,1,5,Germany;Berlin,12.3.2014,119,0.964,0.55
2269,2,7,Germany;Frankfurt,12.3.2014,118,0.964,0.55
2270,4,7,Germany;Frankfurt,12.3.2014,118,0.964,0.55
2271,11,5,Germany;Berlin,12.3.2014,118,0.964,0.55
2272,7,4,Germany;Frankfurt,12.3.2014,112,0.964,0.55
2273,6,4,Germany;Frankfurt,12.3.2014,106,0.964,0.55
2274,3,5,Germany;Berlin,12.3.2014,104,0.964,0.55
2275,3,2,Denmark;Copenhagen,12.3.2014,103,0.964,0.55
2276,7,7,Germany;Frankfurt,12.3.2014,100,0.964,0.55
2277,9,6,Germany;Dresden,12.3.2014,92,0.964,0.4
2278,3,5,Germany;Berlin,12.3.2014,89,0.964,0.4
2279,4,5,Germany;Berlin,12.3.2014,86,0.964,0.4
2280,10,7,Germany;Frankfurt,12.3.2014,84,0.964,0.4
2281,2,7,Germany;Frankfurt,12.3.2014,74,0.964,0.15
2282,7,5,Germany;Berlin,12.3.2014,74,0.964,0.15
2283,6,1,Czech republic;Prague,12.3.2014,73,0.964,0.15
2284,4,4,Germany;Frankfurt,12.3.2014,72,0.964,0.15
2285,11,7,Germany;Frankfurt,12.3.2014,70,0.964,0.15
2286,11,7,Germany;Frankfurt,12.3.2014,61,0.964,0.15
2287,8,5,Germany;Berlin,12.3.2014,61,0.964,0.15
2288,3,5,Germany;Berlin,12.3.2014,60,0.964,0.15
2289,4,1,Czech republic;Prague,12.3.2014,57,0.964,0.15
2290,10,7,Germany;Frankfurt,12.3.2014,55,0.964,0.15
2291,7,7,Germany;Frankfurt,12.3.2014,53,0.964,0.15
2292,11,7,Germany;Frankfurt,12.3.2014,48,0.964,0.15
2293,6,5,Germany;Berlin,12.3.2014,46,0.964,0.15
2294,4,5,Germany;Berlin,12.3.2014,44,0.964,0.15
2295,8,5,Germany;Berlin,12.3.2014,40,0.964,0.15
2296,1,3,Czech republic;Brno,12.3.2014,39,0.964,0.15
2297,10,5,Germany;Berlin,12.3.2014,38,0.964,0.15
2298,5,7,Germany;Frankfurt,12.3.2014,38,0.964,0.15
2299,1,3,Czech republic;Brno,12.3.2014,36,0.964,0.15
2300,1,7,Germany;Frankfurt,12.3.2014,35,0.964,0.15
2301,7,5,Germany;Berlin,12.3.2014,35,0.964,0.15
2302,4,2,Denmark;Copenhagen,12.3.2014,33,0.964,0.15
2303,3,2,Denmark;Copenhagen,12.3.2014,33,0.964,0.15
2304,3,1,Czech republic;Prague,12.3.2014,32,0.964,0.15
2305,1,2,Denmark;Copenhagen,12.3.2014,28,0.964,0.15
2306,11,7,Germany;Frankfurt,12.3.2014,21,0.964,0.01
2307,6,1,Czech republic;Prague,12.3.2014,20,0.964,0.01
2308,2,5,Germany;Berlin,12.3.2014,14,0.964,0.01
2309,8,5,Germany;Berlin,12.3.2014,11,0.964,0.01
2310,8,5,Germany;Berlin,12.3.2014,9,0.964,0
2311,9,5,Germany;Berlin,13.3.2014,148,0.953,0.55
2312,5,5,Germany;Berlin,13.3.2014,129,0.953,0.55
2313,10,3,Czech republic;Ostrava,13.3.2014,125,0.953,0.55
2314,1,7,Germany;Frankfurt,13.3.2014,124,0.953,0.55
2315,9,7,Germany;Frankfurt,13.3.2014,116,0.953,0.55
2316,3,2,Denmark;Copenhagen,13.3.2014,114,0.953,0.55
2317,4,4,Germany;Frankfurt,13.3.2014,109,0.953,0.55
2318,11,5,Germany;Berlin,13.3.2014,105,0.953,0.55
2319,9,3,Czech republic;Ostrava,13.3.2014,104,0.953,0.55
2320,1,7,Germany;Frankfurt,13.3.2014,98,0.953,0.4
2321,9,7,Germany;Frankfurt,13.3.2014,95,0.953,0.4
2322,5,5,Germany;Berlin,13.3.2014,89,0.953,0.4
2323,1,5,Germany;Berlin,13.3.2014,87,0.953,0.4
2324,2,1,Czech republic;Prague,13.3.2014,80,0.953,0.4
2325,9,2,Denmark;Copenhagen,13.3.2014,75,0.953,0.15
2326,5,5,Germany;Berlin,13.3.2014,71,0.953,0.15
2327,4,3,Czech republic;Brno,13.3.2014,70,0.953,0.15
2328,10,4,Germany;Frankfurt,13.3.2014,66,0.953,0.15
2329,3,7,Germany;Frankfurt,13.3.2014,64,0.953,0.15
2330,5,5,Germany;Berlin,13.3.2014,60,0.953,0.15
2331,9,3,Czech republic;Ostrava,13.3.2014,59,0.953,0.15
2332,11,4,Germany;Frankfurt,13.3.2014,59,0.953,0.15
2333,8,3,Czech republic;Ostrava,13.3.2014,56,0.953,0.15
2334,10,3,Czech republic;Ostrava,13.3.2014,45,0.953,0.15
2335,1,4,Germany;Frankfurt,13.3.2014,37,0.953,0.15
2336,5,5,Germany;Berlin,13.3.2014,36,0.953,0.15
2337,8,5,Germany;Berlin,13.3.2014,35,0.953,0.15
2338,6,5,Germany;Berlin,13.3.2014,33,0.953,0.15
2339,4,5,Germany;Berlin,13.3.2014,31,0.953,0.15
2340,9,1,Czech republic;Prague,13.3.2014,26,0.953,0.15
2341,8,5,Germany;Berlin,13.3.2014,23,0.953,0.01
2342,4,3,Czech republic;Brno,13.3.2014,17,0.953,0.01
2343,2,5,Germany;Berlin,13.3.2014,15,0.953,0.01
2344,5,7,Germany;Frankfurt,13.3.2014,12,0.953,0.01
2345,8,7,Germany;Frankfurt,13.3.2014,12,0.953,0.01
2346,3,3,Czech republic;Brno,13.3.2014,11,0.953,0.01
2347,1,5,Germany;Berlin,13.3.2014,7,0.953,0
2348,7,5,Germany;Berlin,13.3.2014,6,0.953,0
2349,10,5,Germany;Berlin,13.3.2014,3,0.953,0
2350,6,7,Germany;Frankfurt,13.3.2014,1,0.953,0
2351,7,2,Denmark;Copenhagen,14.3.2014,149,0.962,0.55
2352,10,7,Germany;Frankfurt,14.3.2014,147,0.962,0.55
2353,3,1,Czech republic;Prague,14.3.2014,135,0.962,0.55
2354,6,5,Germany;Berlin,14.3.2014,135,0.962,0.55
2355,9,5,Germany;Berlin,14.3.2014,130,0.962,0.55
2356,8,5,Germany;Berlin,14.3.2014,126,0.962,0.55
2357,11,5,Germany;Berlin,14.3.2014,123,0.962,0.55
2358,11,1,Czech republic;Prague,14.3.2014,117,0.962,0.55
2359,9,4,Germany;Frankfurt,14.3.2014,117,0.962,0.55
2360,7,7,Germany;Frankfurt,14.3.2014,113,0.962,0.55
2361,4,4,Germany;Frankfurt,14.3.2014,111,0.962,0.55
2362,11,6,Germany;Dresden,14.3.2014,108,0.962,0.55
2363,1,5,Germany;Berlin,14.3.2014,106,0.962,0.55
2364,1,5,Germany;Berlin,14.3.2014,101,0.962,0.55
2365,11,5,Germany;Berlin,14.3.2014,100,0.962,0.55
2366,4,2,Denmark;Copenhagen,14.3.2014,93,0.962,0.4
2367,9,5,Germany;Berlin,14.3.2014,93,0.962,0.4
2368,2,2,Denmark;Copenhagen,14.3.2014,90,0.962,0.4
2369,11,5,Germany;Berlin,14.3.2014,83,0.962,0.4
2370,4,7,Germany;Frankfurt,14.3.2014,81,0.962,0.4
2371,2,2,Denmark;Copenhagen,14.3.2014,78,0.962,0.4
2372,8,3,Czech republic;Ostrava,14.3.2014,77,0.962,0.4
2373,5,7,Germany;Frankfurt,14.3.2014,74,0.962,0.15
2374,8,5,Germany;Berlin,14.3.2014,64,0.962,0.15
2375,11,5,Germany;Berlin,14.3.2014,61,0.962,0.15
2376,6,5,Germany;Berlin,14.3.2014,58,0.962,0.15
2377,2,7,Germany;Frankfurt,14.3.2014,57,0.962,0.15
2378,6,5,Germany;Berlin,14.3.2014,54,0.962,0.15
2379,3,5,Germany;Berlin,14.3.2014,50,0.962,0.15
2380,10,5,Germany;Berlin,14.3.2014,43,0.962,0.15
2381,1,7,Germany;Frankfurt,14.3.2014,42,0.962,0.15
2382,9,5,Germany;Berlin,14.3.2014,41,0.962,0.15
2383,2,2,Denmark;Copenhagen,14.3.2014,38,0.962,0.15
2384,5,7,Germany;Frankfurt,14.3.2014,37,0.962,0.15
2385,8,5,Germany;Berlin,14.3.2014,36,0.962,0.15
2386,3,2,Denmark;Copenhagen,14.3.2014,35,0.962,0.15
2387,5,5,Germany;Berlin,14.3.2014,31,0.962,0.15
2388,6,7,Germany;Frankfurt,14.3.2014,17,0.962,0.01
2389,2,5,Germany;Berlin,14.3.2014,17,0.962,0.01
2390,6,7,Germany;Frankfurt,14.3.2014,15,0.962,0.01
2391,6,6,Germany;Dresden,14.3.2014,14,0.962,0.01
2392,10,7,Germany;Frankfurt,14.3.2014,11,0.962,0.01
2393,2,5,Germany;Berlin,14.3.2014,11,0.962,0.01
2394,11,7,Germany;Frankfurt,14.3.2014,10,0.962,0
2395,4,2,Denmark;Copenhagen,14.3.2014,9,0.962,0
2396,2,2,Denmark;Copenhagen,14.3.2014,2,0.962,0
2397,10,5,Germany;Berlin,14.3.2014,1,0.962,0
2398,3,6,Germany;Dresden,15.3.2014,147,0.96,0.55
2399,1,7,Germany;Frankfurt,15.3.2014,145,0.96,0.55
2400,8,4,Germany;Frankfurt,15.3.2014,139,0.96,0.55
2401,6,5,Germany;Berlin,15.3.2014,126,0.96,0.55
2402,4,7,Germany;Frankfurt,15.3.2014,123,0.96,0.55
2403,11,5,Germany;Berlin,15.3.2014,123,0.96,0.55
2404,1,2,Denmark;Copenhagen,15.3.2014,119,0.96,0.55
2405,9,5,Germany;Berlin,15.3.2014,118,0.96,0.55
2406,8,7,Germany;Frankfurt,15.3.2014,112,0.96,0.55
2407,10,5,Germany;Berlin,15.3.2014,112,0.96,0.55
2408,1,6,Germany;Dresden,15.3.2014,103,0.96,0.55
2409,8,1,Czech republic;Prague,15.3.2014,102,0.96,0.55
2410,3,3,Czech republic;Brno,15.3.2014,102,0.96,0.55
2411,4,4,Germany;Frankfurt,15.3.2014,99,0.96,0.4
2412,2,1,Czech republic;Prague,15.3.2014,96,0.96,0.4
2413,7,5,Germany;Berlin,15.3.2014,94,0.96,0.4
2414,9,2,Denmark;Copenhagen,15.3.2014,89,0.96,0.4
2415,4,2,Denmark;Copenhagen,15.3.2014,87,0.96,0.4
2416,4,5,Germany;Berlin,15.3.2014,82,0.96,0.4
2417,2,2,Denmark;Copenhagen,15.3.2014,73,0.96,0.15
2418,10,1,Czech republic;Prague,15.3.2014,73,0.96,0.15
2419,10,1,Czech republic;Prague,15.3.2014,65,0.96,0.15
2420,1,5,Germany;Berlin,15.3.2014,64,0.96,0.15
2421,5,1,Czech republic;Prague,15.3.2014,61,0.96,0.15
2422,8,2,Denmark;Copenhagen,15.3.2014,59,0.96,0.15
2423,7,6,Germany;Dresden,15.3.2014,59,0.96,0.15
2424,8,1,Czech republic;Prague,15.3.2014,56,0.96,0.15
2425,1,6,Germany;Dresden,15.3.2014,54,0.96,0.15
2426,10,5,Germany;Berlin,15.3.2014,52,0.96,0.15
2427,11,5,Germany;Berlin,15.3.2014,50,0.96,0.15
2428,4,5,Germany;Berlin,15.3.2014,46,0.96,0.15
2429,5,5,Germany;Berlin,15.3.2014,43,0.96,0.15
2430,5,5,Germany;Berlin,15.3.2014,34,0.96,0.15
2431,2,5,Germany;Berlin,15.3.2014,34,0.96,0.15
2432,5,6,Germany;Dresden,15.3.2014,30,0.96,0.15
2433,2,4,Germany;Frankfurt,15.3.2014,23,0.96,0.01
2434,6,5,Germany;Berlin,15.3.2014,14,0.96,0.01
2435,4,7,Germany;Frankfurt,15.3.2014,13,0.96,0.01
2436,6,1,Czech republic;Prague,15.3.2014,12,0.96,0.01
2437,3,7,Germany;Frankfurt,15.3.2014,4,0.96,0
2438,10,7,Germany;Frankfurt,15.3.2014,4,0.96,0
2439,8,7,Germany;Frankfurt,17.3.2014,148,0.963,0.55
