fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
12249,3,5,Germany;Berlin,2.1.2015,144,0.966,0.55
13937,1,5,Germany;Berlin,17.2.2015,26,0.965,0.15
13938,9,2,Denmark;Copenhagen,17.2.2015,5,0.965,0
13939,4,5,Germany;Berlin,17.2.2015,3,0.965,0
13940,2,5,Germany;Berlin,17.2.2015,3,0.965,0
13941,11,7,Germany;Frankfurt,18.2.2015,144,0.964,0.55
13942,3,7,Germany;Frankfurt,18.2.2015,139,0.964,0.55
13943,10,4,Germany;Frankfurt,18.2.2015,139,0.964,0.55
13944,10,5,Germany;Berlin,18.2.2015,138,0.964,0.55
13945,9,5,Germany;Berlin,18.2.2015,133,0.964,0.55
13946,9,6,Germany;Dresden,18.2.2015,130,0.964,0.55
13947,1,6,Germany;Dresden,18.2.2015,118,0.964,0.55
13948,6,5,Germany;Berlin,18.2.2015,112,0.964,0.55
13949,2,6,Germany;Dresden,18.2.2015,112,0.964,0.55
13950,6,5,Germany;Berlin,18.2.2015,107,0.964,0.55
13951,10,4,Germany;Frankfurt,18.2.2015,97,0.964,0.4
13952,1,3,Czech republic;Brno,18.2.2015,96,0.964,0.4
13953,8,7,Germany;Frankfurt,18.2.2015,91,0.964,0.4
13954,1,3,Czech republic;Brno,18.2.2015,91,0.964,0.4
13955,10,6,Germany;Dresden,18.2.2015,85,0.964,0.4
13956,3,4,Germany;Frankfurt,18.2.2015,84,0.964,0.4
13957,4,6,Germany;Dresden,18.2.2015,82,0.964,0.4
13958,11,5,Germany;Berlin,18.2.2015,78,0.964,0.4
13959,5,5,Germany;Berlin,18.2.2015,72,0.964,0.15
13960,6,5,Germany;Berlin,18.2.2015,69,0.964,0.15
13961,3,5,Germany;Berlin,18.2.2015,68,0.964,0.15
13962,2,3,Czech republic;Brno,18.2.2015,65,0.964,0.15
13963,1,5,Germany;Berlin,18.2.2015,64,0.964,0.15
13964,4,3,Czech republic;Brno,18.2.2015,63,0.964,0.15
13965,1,7,Germany;Frankfurt,18.2.2015,60,0.964,0.15
13966,8,7,Germany;Frankfurt,18.2.2015,54,0.964,0.15
13967,8,5,Germany;Berlin,18.2.2015,53,0.964,0.15
13968,4,7,Germany;Frankfurt,18.2.2015,52,0.964,0.15
13969,10,5,Germany;Berlin,18.2.2015,48,0.964,0.15
13970,5,5,Germany;Berlin,18.2.2015,47,0.964,0.15
13971,2,5,Germany;Berlin,18.2.2015,46,0.964,0.15
13972,6,7,Germany;Frankfurt,18.2.2015,40,0.964,0.15
13973,9,5,Germany;Berlin,18.2.2015,37,0.964,0.15
13974,2,5,Germany;Berlin,18.2.2015,30,0.964,0.15
13975,10,7,Germany;Frankfurt,18.2.2015,30,0.964,0.15
13976,9,1,Czech republic;Prague,18.2.2015,30,0.964,0.15
13977,11,7,Germany;Frankfurt,18.2.2015,29,0.964,0.15
13978,1,5,Germany;Berlin,18.2.2015,27,0.964,0.15
13979,6,5,Germany;Berlin,18.2.2015,22,0.964,0.01
13980,11,2,Denmark;Copenhagen,18.2.2015,21,0.964,0.01
13981,9,4,Germany;Frankfurt,18.2.2015,15,0.964,0.01
13982,6,5,Germany;Berlin,18.2.2015,8,0.964,0
13983,2,5,Germany;Berlin,18.2.2015,2,0.964,0
13984,5,4,Germany;Frankfurt,19.2.2015,150,0.967,0.55
13985,1,4,Germany;Frankfurt,19.2.2015,149,0.967,0.55
13986,5,7,Germany;Frankfurt,19.2.2015,144,0.967,0.55
13987,5,4,Germany;Frankfurt,19.2.2015,138,0.967,0.55
13988,11,3,Czech republic;Ostrava,19.2.2015,137,0.967,0.55
13989,4,3,Czech republic;Brno,19.2.2015,137,0.967,0.55
13990,6,6,Germany;Dresden,19.2.2015,136,0.967,0.55
13991,11,4,Germany;Frankfurt,19.2.2015,135,0.967,0.55
13992,10,5,Germany;Berlin,19.2.2015,133,0.967,0.55
13993,2,4,Germany;Frankfurt,19.2.2015,133,0.967,0.55
13994,10,6,Germany;Dresden,19.2.2015,132,0.967,0.55
13995,2,7,Germany;Frankfurt,19.2.2015,127,0.967,0.55
13996,5,7,Germany;Frankfurt,19.2.2015,125,0.967,0.55
13997,5,3,Czech republic;Brno,19.2.2015,120,0.967,0.55
13998,6,7,Germany;Frankfurt,19.2.2015,118,0.967,0.55
13999,2,5,Germany;Berlin,19.2.2015,118,0.967,0.55
14000,10,5,Germany;Berlin,19.2.2015,117,0.967,0.55
14001,4,1,Czech republic;Prague,19.2.2015,117,0.967,0.55
14002,5,1,Czech republic;Prague,19.2.2015,116,0.967,0.55
14003,4,5,Germany;Berlin,19.2.2015,114,0.967,0.55
14004,6,5,Germany;Berlin,19.2.2015,108,0.967,0.55
14005,7,2,Denmark;Copenhagen,19.2.2015,93,0.967,0.4
14006,2,5,Germany;Berlin,19.2.2015,92,0.967,0.4
14007,1,5,Germany;Berlin,19.2.2015,90,0.967,0.4
14008,4,7,Germany;Frankfurt,19.2.2015,87,0.967,0.4
14009,11,2,Denmark;Copenhagen,19.2.2015,87,0.967,0.4
14010,3,1,Czech republic;Prague,19.2.2015,86,0.967,0.4
14011,5,5,Germany;Berlin,19.2.2015,83,0.967,0.4
14012,7,6,Germany;Dresden,19.2.2015,80,0.967,0.4
14013,9,4,Germany;Frankfurt,19.2.2015,78,0.967,0.4
14014,5,5,Germany;Berlin,19.2.2015,78,0.967,0.4
14015,10,2,Denmark;Copenhagen,19.2.2015,76,0.967,0.4
14016,1,5,Germany;Berlin,19.2.2015,70,0.967,0.15
14017,11,2,Denmark;Copenhagen,19.2.2015,69,0.967,0.15
14018,5,5,Germany;Berlin,19.2.2015,68,0.967,0.15
14019,10,3,Czech republic;Ostrava,19.2.2015,67,0.967,0.15
14020,6,7,Germany;Frankfurt,19.2.2015,59,0.967,0.15
14021,7,7,Germany;Frankfurt,19.2.2015,56,0.967,0.15
14022,5,4,Germany;Frankfurt,19.2.2015,54,0.967,0.15
14023,10,7,Germany;Frankfurt,19.2.2015,45,0.967,0.15
14024,10,7,Germany;Frankfurt,19.2.2015,42,0.967,0.15
14025,10,4,Germany;Frankfurt,19.2.2015,41,0.967,0.15
14026,1,5,Germany;Berlin,19.2.2015,38,0.967,0.15
14027,6,4,Germany;Frankfurt,19.2.2015,36,0.967,0.15
14028,10,5,Germany;Berlin,19.2.2015,30,0.967,0.15
14029,6,1,Czech republic;Prague,19.2.2015,30,0.967,0.15
14030,11,3,Czech republic;Ostrava,19.2.2015,27,0.967,0.15
14031,6,7,Germany;Frankfurt,19.2.2015,20,0.967,0.01
14032,10,5,Germany;Berlin,19.2.2015,19,0.967,0.01
14033,9,7,Germany;Frankfurt,19.2.2015,18,0.967,0.01
14034,1,6,Germany;Dresden,19.2.2015,17,0.967,0.01
14035,2,5,Germany;Berlin,19.2.2015,13,0.967,0.01
14036,2,1,Czech republic;Prague,19.2.2015,5,0.967,0
14037,11,3,Czech republic;Ostrava,19.2.2015,5,0.967,0
14038,1,7,Germany;Frankfurt,19.2.2015,3,0.967,0
14039,4,5,Germany;Berlin,20.2.2015,149,0.962,0.55
14040,10,5,Germany;Berlin,20.2.2015,143,0.962,0.55
14041,8,5,Germany;Berlin,20.2.2015,140,0.962,0.55
14042,10,3,Czech republic;Ostrava,20.2.2015,135,0.962,0.55
14043,8,6,Germany;Dresden,20.2.2015,129,0.962,0.55
14044,9,5,Germany;Berlin,20.2.2015,127,0.962,0.55
14045,11,5,Germany;Berlin,20.2.2015,122,0.962,0.55
14046,7,7,Germany;Frankfurt,20.2.2015,116,0.962,0.55
14047,4,7,Germany;Frankfurt,20.2.2015,116,0.962,0.55
14048,5,5,Germany;Berlin,20.2.2015,115,0.962,0.55
14049,6,6,Germany;Dresden,20.2.2015,114,0.962,0.55
14050,8,5,Germany;Berlin,20.2.2015,113,0.962,0.55
14051,7,7,Germany;Frankfurt,20.2.2015,113,0.962,0.55
14052,5,3,Czech republic;Brno,20.2.2015,112,0.962,0.55
14053,8,6,Germany;Dresden,20.2.2015,101,0.962,0.55
14054,2,5,Germany;Berlin,20.2.2015,99,0.962,0.4
14055,8,5,Germany;Berlin,20.2.2015,89,0.962,0.4
14056,10,5,Germany;Berlin,20.2.2015,87,0.962,0.4
14057,5,5,Germany;Berlin,20.2.2015,83,0.962,0.4
14058,7,5,Germany;Berlin,20.2.2015,83,0.962,0.4
14059,5,5,Germany;Berlin,20.2.2015,81,0.962,0.4
14060,5,6,Germany;Dresden,20.2.2015,77,0.962,0.4
14061,2,5,Germany;Berlin,20.2.2015,67,0.962,0.15
14062,10,5,Germany;Berlin,20.2.2015,65,0.962,0.15
14063,1,5,Germany;Berlin,20.2.2015,64,0.962,0.15
14064,8,2,Denmark;Copenhagen,20.2.2015,63,0.962,0.15
14065,7,5,Germany;Berlin,20.2.2015,62,0.962,0.15
14066,3,7,Germany;Frankfurt,20.2.2015,56,0.962,0.15
14067,3,3,Czech republic;Brno,20.2.2015,53,0.962,0.15
14068,1,3,Czech republic;Brno,20.2.2015,51,0.962,0.15
14069,1,2,Denmark;Copenhagen,20.2.2015,42,0.962,0.15
14070,9,7,Germany;Frankfurt,20.2.2015,35,0.962,0.15
14071,2,5,Germany;Berlin,20.2.2015,34,0.962,0.15
14072,4,4,Germany;Frankfurt,20.2.2015,32,0.962,0.15
14073,2,7,Germany;Frankfurt,20.2.2015,22,0.962,0.01
14074,2,7,Germany;Frankfurt,20.2.2015,21,0.962,0.01
14075,3,6,Germany;Dresden,20.2.2015,19,0.962,0.01
14076,9,7,Germany;Frankfurt,20.2.2015,18,0.962,0.01
14077,2,6,Germany;Dresden,20.2.2015,15,0.962,0.01
14078,9,3,Czech republic;Ostrava,20.2.2015,14,0.962,0.01
14079,2,5,Germany;Berlin,20.2.2015,13,0.962,0.01
14080,11,5,Germany;Berlin,20.2.2015,9,0.962,0
14081,8,7,Germany;Frankfurt,20.2.2015,9,0.962,0
14082,2,4,Germany;Frankfurt,20.2.2015,4,0.962,0
14083,5,6,Germany;Dresden,20.2.2015,2,0.962,0
14084,4,7,Germany;Frankfurt,23.2.2015,141,0.956,0.55
14085,3,6,Germany;Dresden,23.2.2015,139,0.956,0.55
14086,10,5,Germany;Berlin,23.2.2015,138,0.956,0.55
14087,11,5,Germany;Berlin,23.2.2015,137,0.956,0.55
14088,9,5,Germany;Berlin,23.2.2015,137,0.956,0.55
14089,11,7,Germany;Frankfurt,23.2.2015,136,0.956,0.55
14090,9,3,Czech republic;Ostrava,23.2.2015,136,0.956,0.55
14091,10,5,Germany;Berlin,23.2.2015,133,0.956,0.55
14092,5,5,Germany;Berlin,23.2.2015,130,0.956,0.55
14093,9,2,Denmark;Copenhagen,23.2.2015,128,0.956,0.55
14094,11,5,Germany;Berlin,23.2.2015,126,0.956,0.55
14095,4,4,Germany;Frankfurt,23.2.2015,120,0.956,0.55
14096,4,7,Germany;Frankfurt,23.2.2015,118,0.956,0.55
14097,10,2,Denmark;Copenhagen,23.2.2015,113,0.956,0.55
14098,3,5,Germany;Berlin,23.2.2015,106,0.956,0.55
14099,10,2,Denmark;Copenhagen,23.2.2015,104,0.956,0.55
14100,11,5,Germany;Berlin,23.2.2015,101,0.956,0.55
14101,6,7,Germany;Frankfurt,23.2.2015,94,0.956,0.4
14102,1,7,Germany;Frankfurt,23.2.2015,90,0.956,0.4
14103,11,2,Denmark;Copenhagen,23.2.2015,90,0.956,0.4
14104,5,5,Germany;Berlin,23.2.2015,89,0.956,0.4
14105,7,7,Germany;Frankfurt,23.2.2015,87,0.956,0.4
14106,2,1,Czech republic;Prague,23.2.2015,81,0.956,0.4
14107,6,5,Germany;Berlin,23.2.2015,81,0.956,0.4
14108,11,5,Germany;Berlin,23.2.2015,80,0.956,0.4
14109,2,4,Germany;Frankfurt,23.2.2015,71,0.956,0.15
14110,8,2,Denmark;Copenhagen,23.2.2015,63,0.956,0.15
14111,6,5,Germany;Berlin,23.2.2015,61,0.956,0.15
14112,3,5,Germany;Berlin,23.2.2015,54,0.956,0.15
14113,7,4,Germany;Frankfurt,23.2.2015,48,0.956,0.15
14114,2,5,Germany;Berlin,23.2.2015,46,0.956,0.15
14115,9,2,Denmark;Copenhagen,23.2.2015,44,0.956,0.15
14116,2,2,Denmark;Copenhagen,23.2.2015,40,0.956,0.15
14117,9,5,Germany;Berlin,23.2.2015,33,0.956,0.15
14118,9,7,Germany;Frankfurt,23.2.2015,30,0.956,0.15
14119,5,7,Germany;Frankfurt,23.2.2015,25,0.956,0.01
14120,9,7,Germany;Frankfurt,23.2.2015,23,0.956,0.01
14121,2,3,Czech republic;Brno,23.2.2015,20,0.956,0.01
14122,5,2,Denmark;Copenhagen,23.2.2015,19,0.956,0.01
14123,9,5,Germany;Berlin,23.2.2015,9,0.956,0
14124,7,5,Germany;Berlin,24.2.2015,149,0.96,0.55
14125,6,5,Germany;Berlin,24.2.2015,143,0.96,0.55
14126,11,1,Czech republic;Prague,24.2.2015,142,0.96,0.55
14127,4,5,Germany;Berlin,24.2.2015,141,0.96,0.55
14128,5,5,Germany;Berlin,24.2.2015,139,0.96,0.55
14129,9,7,Germany;Frankfurt,24.2.2015,137,0.96,0.55
14130,2,2,Denmark;Copenhagen,24.2.2015,129,0.96,0.55
14131,8,1,Czech republic;Prague,24.2.2015,126,0.96,0.55
14132,3,5,Germany;Berlin,24.2.2015,125,0.96,0.55
14133,6,5,Germany;Berlin,24.2.2015,125,0.96,0.55
14134,4,7,Germany;Frankfurt,24.2.2015,125,0.96,0.55
14135,8,7,Germany;Frankfurt,24.2.2015,119,0.96,0.55
14136,11,5,Germany;Berlin,24.2.2015,119,0.96,0.55
14137,5,2,Denmark;Copenhagen,24.2.2015,115,0.96,0.55
14138,6,2,Denmark;Copenhagen,24.2.2015,109,0.96,0.55
14139,8,6,Germany;Dresden,24.2.2015,107,0.96,0.55
14140,9,7,Germany;Frankfurt,24.2.2015,106,0.96,0.55
14141,5,5,Germany;Berlin,24.2.2015,104,0.96,0.55
14142,8,4,Germany;Frankfurt,24.2.2015,101,0.96,0.55
14143,11,5,Germany;Berlin,24.2.2015,98,0.96,0.4
14144,4,5,Germany;Berlin,24.2.2015,92,0.96,0.4
14145,7,4,Germany;Frankfurt,24.2.2015,90,0.96,0.4
14146,11,5,Germany;Berlin,24.2.2015,88,0.96,0.4
14147,1,5,Germany;Berlin,24.2.2015,80,0.96,0.4
14148,10,7,Germany;Frankfurt,24.2.2015,80,0.96,0.4
14149,4,5,Germany;Berlin,24.2.2015,76,0.96,0.4
14150,1,5,Germany;Berlin,24.2.2015,74,0.96,0.15
14151,3,7,Germany;Frankfurt,24.2.2015,73,0.96,0.15
14152,8,3,Czech republic;Ostrava,24.2.2015,73,0.96,0.15
14153,10,5,Germany;Berlin,24.2.2015,62,0.96,0.15
14154,9,5,Germany;Berlin,24.2.2015,59,0.96,0.15
14155,7,6,Germany;Dresden,24.2.2015,58,0.96,0.15
14156,7,3,Czech republic;Ostrava,24.2.2015,53,0.96,0.15
14157,1,5,Germany;Berlin,24.2.2015,48,0.96,0.15
14158,6,5,Germany;Berlin,24.2.2015,46,0.96,0.15
14159,4,5,Germany;Berlin,24.2.2015,36,0.96,0.15
14160,2,1,Czech republic;Prague,24.2.2015,35,0.96,0.15
14161,8,3,Czech republic;Ostrava,24.2.2015,34,0.96,0.15
14162,8,2,Denmark;Copenhagen,24.2.2015,32,0.96,0.15
14163,10,5,Germany;Berlin,24.2.2015,31,0.96,0.15
14164,6,2,Denmark;Copenhagen,24.2.2015,30,0.96,0.15
14165,7,1,Czech republic;Prague,24.2.2015,29,0.96,0.15
14166,5,1,Czech republic;Prague,24.2.2015,29,0.96,0.15
14167,10,5,Germany;Berlin,24.2.2015,25,0.96,0.01
14168,8,1,Czech republic;Prague,24.2.2015,15,0.96,0.01
14169,8,5,Germany;Berlin,24.2.2015,14,0.96,0.01
14170,11,3,Czech republic;Ostrava,25.2.2015,149,0.958,0.55
14171,6,5,Germany;Berlin,25.2.2015,142,0.958,0.55
14172,4,7,Germany;Frankfurt,25.2.2015,139,0.958,0.55
14173,8,5,Germany;Berlin,25.2.2015,137,0.958,0.55
14174,5,5,Germany;Berlin,25.2.2015,136,0.958,0.55
14175,2,5,Germany;Berlin,25.2.2015,136,0.958,0.55
14176,8,7,Germany;Frankfurt,25.2.2015,134,0.958,0.55
14177,2,3,Czech republic;Brno,25.2.2015,127,0.958,0.55
14178,5,5,Germany;Berlin,25.2.2015,127,0.958,0.55
14179,10,5,Germany;Berlin,25.2.2015,123,0.958,0.55
14180,9,6,Germany;Dresden,25.2.2015,122,0.958,0.55
14181,7,5,Germany;Berlin,25.2.2015,119,0.958,0.55
14182,8,3,Czech republic;Ostrava,25.2.2015,115,0.958,0.55
14183,6,6,Germany;Dresden,25.2.2015,113,0.958,0.55
14184,6,3,Czech republic;Brno,25.2.2015,110,0.958,0.55
14185,6,7,Germany;Frankfurt,25.2.2015,109,0.958,0.55
14186,7,7,Germany;Frankfurt,25.2.2015,109,0.958,0.55
14187,8,2,Denmark;Copenhagen,25.2.2015,105,0.958,0.55
14188,6,5,Germany;Berlin,25.2.2015,93,0.958,0.4
14189,5,7,Germany;Frankfurt,25.2.2015,92,0.958,0.4
14190,3,5,Germany;Berlin,25.2.2015,90,0.958,0.4
14191,6,4,Germany;Frankfurt,25.2.2015,82,0.958,0.4
14192,11,7,Germany;Frankfurt,25.2.2015,78,0.958,0.4
14193,10,5,Germany;Berlin,25.2.2015,77,0.958,0.4
14194,10,1,Czech republic;Prague,25.2.2015,73,0.958,0.15
14195,11,5,Germany;Berlin,25.2.2015,73,0.958,0.15
14196,2,5,Germany;Berlin,25.2.2015,72,0.958,0.15
14197,8,1,Czech republic;Prague,25.2.2015,69,0.958,0.15
14198,10,1,Czech republic;Prague,25.2.2015,66,0.958,0.15
14199,5,2,Denmark;Copenhagen,25.2.2015,60,0.958,0.15
14200,8,5,Germany;Berlin,25.2.2015,51,0.958,0.15
14201,4,5,Germany;Berlin,25.2.2015,50,0.958,0.15
14202,1,5,Germany;Berlin,25.2.2015,36,0.958,0.15
14203,1,5,Germany;Berlin,25.2.2015,26,0.958,0.15
14204,9,5,Germany;Berlin,25.2.2015,23,0.958,0.01
14205,11,5,Germany;Berlin,25.2.2015,16,0.958,0.01
14206,6,1,Czech republic;Prague,25.2.2015,15,0.958,0.01
14207,8,7,Germany;Frankfurt,25.2.2015,13,0.958,0.01
14208,11,6,Germany;Dresden,25.2.2015,13,0.958,0.01
14209,8,5,Germany;Berlin,25.2.2015,9,0.958,0
14210,7,5,Germany;Berlin,25.2.2015,7,0.958,0
14211,2,4,Germany;Frankfurt,25.2.2015,2,0.958,0
14212,1,2,Denmark;Copenhagen,26.2.2015,150,0.959,0.55
14213,6,5,Germany;Berlin,26.2.2015,143,0.959,0.55
14214,11,1,Czech republic;Prague,26.2.2015,140,0.959,0.55
14215,2,5,Germany;Berlin,26.2.2015,136,0.959,0.55
14216,10,5,Germany;Berlin,26.2.2015,136,0.959,0.55
14217,8,1,Czech republic;Prague,26.2.2015,135,0.959,0.55
14218,7,5,Germany;Berlin,26.2.2015,135,0.959,0.55
14219,7,3,Czech republic;Ostrava,26.2.2015,134,0.959,0.55
14220,8,5,Germany;Berlin,26.2.2015,133,0.959,0.55
14221,6,7,Germany;Frankfurt,26.2.2015,133,0.959,0.55
14222,7,5,Germany;Berlin,26.2.2015,130,0.959,0.55
14223,7,5,Germany;Berlin,26.2.2015,126,0.959,0.55
14224,2,7,Germany;Frankfurt,26.2.2015,120,0.959,0.55
14225,8,7,Germany;Frankfurt,26.2.2015,109,0.959,0.55
14226,9,3,Czech republic;Ostrava,26.2.2015,106,0.959,0.55
14227,10,7,Germany;Frankfurt,26.2.2015,96,0.959,0.4
14228,7,7,Germany;Frankfurt,26.2.2015,95,0.959,0.4
14229,8,6,Germany;Dresden,26.2.2015,95,0.959,0.4
14230,3,4,Germany;Frankfurt,26.2.2015,92,0.959,0.4
14231,8,5,Germany;Berlin,26.2.2015,89,0.959,0.4
14232,6,7,Germany;Frankfurt,26.2.2015,66,0.959,0.15
14233,9,7,Germany;Frankfurt,26.2.2015,66,0.959,0.15
14234,6,5,Germany;Berlin,26.2.2015,65,0.959,0.15
14235,11,7,Germany;Frankfurt,26.2.2015,60,0.959,0.15
14236,7,7,Germany;Frankfurt,26.2.2015,54,0.959,0.15
14237,10,7,Germany;Frankfurt,26.2.2015,53,0.959,0.15
14238,4,5,Germany;Berlin,26.2.2015,53,0.959,0.15
14239,2,5,Germany;Berlin,26.2.2015,48,0.959,0.15
14240,10,4,Germany;Frankfurt,26.2.2015,46,0.959,0.15
14241,7,2,Denmark;Copenhagen,26.2.2015,45,0.959,0.15
14242,1,5,Germany;Berlin,26.2.2015,44,0.959,0.15
14243,11,6,Germany;Dresden,26.2.2015,43,0.959,0.15
14244,8,7,Germany;Frankfurt,26.2.2015,43,0.959,0.15
14245,6,2,Denmark;Copenhagen,26.2.2015,43,0.959,0.15
14246,4,7,Germany;Frankfurt,26.2.2015,42,0.959,0.15
14247,7,7,Germany;Frankfurt,26.2.2015,42,0.959,0.15
14248,2,7,Germany;Frankfurt,26.2.2015,27,0.959,0.15
14249,6,5,Germany;Berlin,26.2.2015,26,0.959,0.15
14250,10,2,Denmark;Copenhagen,26.2.2015,21,0.959,0.01
14251,3,7,Germany;Frankfurt,26.2.2015,16,0.959,0.01
14252,7,5,Germany;Berlin,26.2.2015,16,0.959,0.01
14253,4,5,Germany;Berlin,26.2.2015,5,0.959,0
14254,10,2,Denmark;Copenhagen,27.2.2015,150,0.967,0.55
14255,3,5,Germany;Berlin,27.2.2015,149,0.967,0.55
14256,9,7,Germany;Frankfurt,27.2.2015,146,0.967,0.55
14257,10,5,Germany;Berlin,27.2.2015,146,0.967,0.55
14258,7,2,Denmark;Copenhagen,27.2.2015,139,0.967,0.55
14259,11,7,Germany;Frankfurt,27.2.2015,138,0.967,0.55
14260,9,7,Germany;Frankfurt,27.2.2015,134,0.967,0.55
14261,3,3,Czech republic;Brno,27.2.2015,130,0.967,0.55
14262,1,5,Germany;Berlin,27.2.2015,129,0.967,0.55
14263,9,2,Denmark;Copenhagen,27.2.2015,125,0.967,0.55
14264,1,4,Germany;Frankfurt,27.2.2015,120,0.967,0.55
14265,3,5,Germany;Berlin,27.2.2015,115,0.967,0.55
14266,9,7,Germany;Frankfurt,27.2.2015,112,0.967,0.55
14267,3,5,Germany;Berlin,27.2.2015,104,0.967,0.55
14268,4,5,Germany;Berlin,27.2.2015,103,0.967,0.55
14269,9,1,Czech republic;Prague,27.2.2015,101,0.967,0.55
14270,2,7,Germany;Frankfurt,27.2.2015,101,0.967,0.55
14271,11,4,Germany;Frankfurt,27.2.2015,100,0.967,0.55
14272,9,5,Germany;Berlin,27.2.2015,99,0.967,0.4
14273,7,7,Germany;Frankfurt,27.2.2015,98,0.967,0.4
14274,4,5,Germany;Berlin,27.2.2015,95,0.967,0.4
14275,1,1,Czech republic;Prague,27.2.2015,94,0.967,0.4
14276,3,5,Germany;Berlin,27.2.2015,94,0.967,0.4
14277,7,4,Germany;Frankfurt,27.2.2015,94,0.967,0.4
14278,1,5,Germany;Berlin,27.2.2015,89,0.967,0.4
14279,11,1,Czech republic;Prague,27.2.2015,88,0.967,0.4
14280,1,7,Germany;Frankfurt,27.2.2015,87,0.967,0.4
14281,11,7,Germany;Frankfurt,27.2.2015,80,0.967,0.4
14282,7,7,Germany;Frankfurt,27.2.2015,78,0.967,0.4
14283,6,5,Germany;Berlin,27.2.2015,76,0.967,0.4
14284,6,5,Germany;Berlin,27.2.2015,75,0.967,0.15
14285,11,4,Germany;Frankfurt,27.2.2015,75,0.967,0.15
14286,6,2,Denmark;Copenhagen,27.2.2015,74,0.967,0.15
14287,11,1,Czech republic;Prague,27.2.2015,71,0.967,0.15
14288,11,5,Germany;Berlin,27.2.2015,63,0.967,0.15
14289,6,1,Czech republic;Prague,27.2.2015,63,0.967,0.15
14290,6,3,Czech republic;Brno,27.2.2015,62,0.967,0.15
14291,1,6,Germany;Dresden,27.2.2015,52,0.967,0.15
14292,7,1,Czech republic;Prague,27.2.2015,51,0.967,0.15
14293,6,5,Germany;Berlin,27.2.2015,34,0.967,0.15
14294,2,7,Germany;Frankfurt,27.2.2015,30,0.967,0.15
14295,3,3,Czech republic;Brno,27.2.2015,27,0.967,0.15
14296,3,5,Germany;Berlin,27.2.2015,24,0.967,0.01
14297,10,2,Denmark;Copenhagen,27.2.2015,24,0.967,0.01
14298,5,7,Germany;Frankfurt,27.2.2015,24,0.967,0.01
14299,3,5,Germany;Berlin,27.2.2015,21,0.967,0.01
14300,2,4,Germany;Frankfurt,27.2.2015,14,0.967,0.01
14301,1,4,Germany;Frankfurt,27.2.2015,12,0.967,0.01
14302,3,5,Germany;Berlin,27.2.2015,10,0.967,0
14303,7,5,Germany;Berlin,27.2.2015,7,0.967,0
14304,2,7,Germany;Frankfurt,27.2.2015,5,0.967,0
14305,4,7,Germany;Frankfurt,27.2.2015,3,0.967,0
14306,7,5,Germany;Berlin,3.3.2015,150,0.97,0.55
14307,6,5,Germany;Berlin,3.3.2015,147,0.97,0.55
14308,10,5,Germany;Berlin,3.3.2015,134,0.97,0.55
14309,8,5,Germany;Berlin,3.3.2015,131,0.97,0.55
14310,2,5,Germany;Berlin,3.3.2015,130,0.97,0.55
14311,9,2,Denmark;Copenhagen,3.3.2015,126,0.97,0.55
14312,6,5,Germany;Berlin,3.3.2015,122,0.97,0.55
14313,11,1,Czech republic;Prague,3.3.2015,112,0.97,0.55
14314,2,5,Germany;Berlin,3.3.2015,109,0.97,0.55
14315,11,5,Germany;Berlin,3.3.2015,108,0.97,0.55
14316,10,7,Germany;Frankfurt,3.3.2015,106,0.97,0.55
14317,5,5,Germany;Berlin,3.3.2015,105,0.97,0.55
14318,4,7,Germany;Frankfurt,3.3.2015,91,0.97,0.4
14319,11,1,Czech republic;Prague,3.3.2015,90,0.97,0.4
14320,10,2,Denmark;Copenhagen,3.3.2015,87,0.97,0.4
14321,2,7,Germany;Frankfurt,3.3.2015,85,0.97,0.4
14322,4,4,Germany;Frankfurt,3.3.2015,85,0.97,0.4
14323,4,7,Germany;Frankfurt,3.3.2015,77,0.97,0.4
14324,1,6,Germany;Dresden,3.3.2015,77,0.97,0.4
14325,3,5,Germany;Berlin,3.3.2015,76,0.97,0.4
14326,8,5,Germany;Berlin,3.3.2015,74,0.97,0.15
14327,9,7,Germany;Frankfurt,3.3.2015,65,0.97,0.15
14328,5,7,Germany;Frankfurt,3.3.2015,60,0.97,0.15
14329,9,7,Germany;Frankfurt,3.3.2015,59,0.97,0.15
14330,4,7,Germany;Frankfurt,3.3.2015,58,0.97,0.15
14331,2,5,Germany;Berlin,3.3.2015,57,0.97,0.15
14332,7,7,Germany;Frankfurt,3.3.2015,56,0.97,0.15
14333,9,6,Germany;Dresden,3.3.2015,50,0.97,0.15
14334,10,5,Germany;Berlin,3.3.2015,46,0.97,0.15
14335,1,5,Germany;Berlin,3.3.2015,44,0.97,0.15
14336,1,5,Germany;Berlin,3.3.2015,40,0.97,0.15
14337,6,5,Germany;Berlin,3.3.2015,39,0.97,0.15
14338,3,5,Germany;Berlin,3.3.2015,28,0.97,0.15
14339,6,3,Czech republic;Brno,3.3.2015,20,0.97,0.01
14340,9,5,Germany;Berlin,3.3.2015,19,0.97,0.01
14341,2,7,Germany;Frankfurt,3.3.2015,19,0.97,0.01
14342,9,7,Germany;Frankfurt,3.3.2015,17,0.97,0.01
14343,11,7,Germany;Frankfurt,3.3.2015,16,0.97,0.01
14344,5,7,Germany;Frankfurt,3.3.2015,11,0.97,0.01
14345,11,1,Czech republic;Prague,3.3.2015,10,0.97,0
